Entity,Code,Year,Period life expectancy at birth,GDP per capita,900793-annotations,Population (historical)
Nicaragua,NIC,1850,,,,298221
Nicaragua,NIC,1900,,,,553531
Nicaragua,NIC,1910,,,,656534
Nicaragua,NIC,1918,,,,751483
Niger,NER,1940,34.47,,,2154703
Niger,NER,1950,35.9014,983,,2597773
Niger,NER,1958,36.0869,1143,,3309181
Niger,NER,1959,36.1369,1162,,3405416
Niger,NER,1960,36.1933,1213,,3505009
Niger,NER,1970,35.919,1337,,4650236
Niger,NER,1980,39.344,1291,,6135920
Niger,NER,1990,41.7324,872,,8286020
Niger,NER,2000,49.1725,693.3765,,11509585
Niger,NER,2010,57.0796,810.1572,,16548779
Niger,NER,2019,60.031,964.32434,,22947717
Niger,NER,2020,59.8903,962.7823,,23717579
Niger,NER,2023,61.1833,,,26159817
Niger,NER,1800,,,,852737
Niger,NER,1850,,,,998548
Niger,NER,1900,,,,1320431
Niger,NER,1910,,,,1494234
Niger,NER,1918,,,,1617694
Niger,NER,1920,,,,1649641
Niger,NER,1930,,,,1887949
Nigeria,NGA,1950,35.5275,1200,,37282970
Nigeria,NGA,1958,36.834,1270,,43324607
Nigeria,NGA,1959,37.0278,1288,,44161639
Nigeria,NGA,1960,37.2067,1307,,45053744
Nigeria,NGA,1970,40.0084,1744,,55893785
Nigeria,NGA,1980,45.959,2080,,73764600
Nigeria,NGA,1990,45.7327,1773,,97120870
Nigeria,NGA,2000,47.1427,2144.8254,,126382435
Nigeria,NGA,2010,51.3145,4904.8657,,166642835
Nigeria,NGA,2019,53.0086,5197.0825,,209485583
Nigeria,NGA,2020,53.0724,4976.3223,,213996143
Nigeria,NGA,2023,54.4623,,,227882899
Nigeria,NGA,1900,,1024.7012,,18664170
Nigeria,NGA,1910,,970.51794,,20655981
Nigeria,NGA,1920,,988.0478,,22927580
Nigeria,NGA,1930,,906.7729,,26735105
Nigeria,NGA,1940,,878.08765,,31085546
Nigeria,NGA,1800,,,,12100860
Nigeria,NGA,1850,,,,13540231
Nigeria,NGA,1918,,,,22420351
Niue,NIU,1950,54.5656,,,4490
Niue,NIU,1958,58.2782,,,4748
Niue,NIU,1959,58.8385,,,4792
Niue,NIU,1960,59.3838,,,4809
Niue,NIU,1970,64.3668,,,5102
Niue,NIU,1980,67.6058,,,3509
Niue,NIU,1990,67.0624,,,2467
Niue,NIU,2000,66.6454,,,2034
Niue,NIU,2010,67.6513,,,1743
Niue,NIU,2019,69.2988,,,1773
Niue,NIU,2020,69.4704,,,1780
Niue,NIU,2023,69.9778,,,1809
No income group available,,1950,51.0745,,,
No income group available,,1958,56.8494,,,
No income group available,,1959,57.583,,,
No income group available,,1960,58.267,,,
No income group available,,1970,64.6217,,,
No income group available,,1980,67.8064,,,
No income group available,,1990,70.8146,,,
No income group available,,2000,72.2802,,,
No income group available,,2010,73.0247,,,
No income group available,,2019,72.7458,,,
No income group available,,2020,72.362,,,
No income group available,,2023,72.5194,,,
Norfolk Island,NFK,2023,,,,
North America,,1800,,,,14838476
North America,,1850,,,,39876325
North America,,1900,,,,104337410
North America,,1910,,,,124592009
North America,,1918,,,,138627638
North America,,1920,,,,142526252
North America,,1930,,,,164924377
North America,,1940,,,,182822969
North America,,1950,,,,222817107
North America,,1958,,,,258513014
North America,,1959,,,,263667571
North America,,1960,,,,269078139
North America,,1970,,,,323224153
North America,,1980,,,,374394560
North America,,1990,,,,427526016
North America,,2000,,,,485803188
North America,,2010,,,,543591378
North America,,2019,,,,594344896
North America,,2020,,,,598248690
North America,,2023,,,,608768595
North Korea,PRK,1918,26.977,1382.3108,,6579631
North Korea,PRK,1950,14.2015,,,11116683
North Korea,PRK,1958,54.4781,,,11163709
North Korea,PRK,1959,55.172,,,11452949
North Korea,PRK,1960,55.8141,,,11722909
North Korea,PRK,1970,62.0491,,,15172733
North Korea,PRK,1980,67.2083,,,18236728
North Korea,PRK,1990,70.4835,2455.8186,,21112087
North Korea,PRK,2000,60.9111,1657.1444,,23665861
North Korea,PRK,2010,70.2456,1751.4363,,24987204
North Korea,PRK,2019,72.9282,1666.8143,,26037582
North Korea,PRK,2020,72.7826,1584.3771,,26136272
North Korea,PRK,2023,73.6418,,,26418146
North Korea,PRK,1920,,1469.8208,,6800254
North Korea,PRK,1930,,1725.5968,,8019424
North Korea,PRK,1940,,2623.7305,,9457170
North Korea,PRK,1800,,,,4345000
North Korea,PRK,1850,,,,4443855
North Korea,PRK,1900,,,,5432032
North Korea,PRK,1910,,,,5724136
North Macedonia,MKD,1950,50.6065,,,1248628
North Macedonia,MKD,1958,60.309,3301,,1400068
North Macedonia,MKD,1959,59.5416,3381,,1417037
North Macedonia,MKD,1960,60.5044,3586,,1435019
North Macedonia,MKD,1970,64.9722,6545,,1664171
North Macedonia,MKD,1980,69.0545,9899,,1932999
North Macedonia,MKD,1990,71.3392,9173,,2063645
North Macedonia,MKD,2000,72.569,8083.7896,,2057212
North Macedonia,MKD,2010,75.0374,11038.29,,2051460
North Macedonia,MKD,2019,76.8346,13751.228,,1897595
North Macedonia,MKD,2020,74.4687,13125.83,,1871976
North Macedonia,MKD,2023,77.3947,,,1831749
North Macedonia,MKD,1800,,,,391865
North Macedonia,MKD,1850,,,,509765
North Macedonia,MKD,1900,,,,802202
North Macedonia,MKD,1910,,,,878324
North Macedonia,MKD,1918,,,,944101
North Macedonia,MKD,1920,,,,960798
North Macedonia,MKD,1930,,,,1048814
North Macedonia,MKD,1940,,,,1144894
Northern America,,1950,68.0559,,,
Northern America,,1958,69.7351,,,
Northern America,,1959,69.9532,,,
Northern America,,1960,69.9146,,,
Northern America,,1970,70.8897,,,
Northern America,,1980,73.8485,,,
Northern America,,1990,75.5689,,,
Northern America,,2000,77.0367,,,
Northern America,,2010,78.9314,,,
Northern America,,2019,79.2526,,,
Northern America,,2020,77.462,,,
Northern America,,2023,79.6418,,,
Northern America (UN),,1950,,,,168009287
Northern America (UN),,1958,,,,191394891
Northern America (UN),,1959,,,,194738578
Northern America (UN),,1960,,,,198252592
Northern America (UN),,1970,,,,229339534
Northern America (UN),,1980,,,,254502344
Northern America (UN),,1990,,,,281282329
Northern America (UN),,2000,,,,312499933
Northern America (UN),,2010,,,,345386000
Northern America (UN),,2019,,,,375699022
Northern America (UN),,2020,,,,377734296
Northern America (UN),,2023,,,,382902690
Northern Ireland,,1930,58.6,,,
Northern Ireland,,1940,58.07,,,
Northern Mariana Islands,MNP,1950,58.2145,,,7092
Northern Mariana Islands,MNP,1958,60.734,,,8271
Northern Mariana Islands,MNP,1959,61.0456,,,8475
Northern Mariana Islands,MNP,1960,61.39,,,8716
Northern Mariana Islands,MNP,1970,64.8311,,,10157
Northern Mariana Islands,MNP,1980,68.3019,,,17609
Northern Mariana Islands,MNP,1990,70.0379,,,43313
Northern Mariana Islands,MNP,2000,74.9002,,,68333
Northern Mariana Islands,MNP,2010,77.7996,,,54059
Northern Mariana Islands,MNP,2019,77.8437,,,48109
Northern Mariana Islands,MNP,2020,78.03,,,47513
Northern Mariana Islands,MNP,2023,78.8075,,,45116
Northern Mariana Islands,MNP,1800,,,,3360
Norway,NOR,1850,49.52,1623,,1394054
Norway,NOR,1900,53.47,3249,,2232623
Norway,NOR,1910,57.98,3826,,2399597
Norway,NOR,1918,50.32,4023,,2595896
Norway,NOR,1920,58.85,4739,,2642453
Norway,NOR,1930,64.1,5781,,2820108
Norway,NOR,1940,65.88,6437,,2994493
Norway,NOR,1950,71.5878,8655,,3265145
Norway,NOR,1958,73.4246,10603,,3522952
Norway,NOR,1959,73.5503,10957,,3552785
Norway,NOR,1960,73.5639,11483,,3581067
Norway,NOR,1970,74.0705,15983,,3875297
Norway,NOR,1980,75.6726,24031,,4085550
Norway,NOR,1990,76.5864,29434,,4241384
Norway,NOR,2000,78.6916,54039.96,,4490821
Norway,NOR,2010,81.0392,78476.15,,4889110
Norway,NOR,2019,82.9553,85115.32,,5347690
Norway,NOR,2020,83.1953,83543.1,,5379229
Norway,NOR,2023,83.3078,,,5519123
Norway,NOR,1800,,,,900000
Oceania,,1900,47.6,,,5953433
Oceania,,1950,61.5595,,,12581472
Oceania,,1958,64.6121,,,15165229
Oceania,,1959,64.5221,,,15509289
Oceania,,1960,65.0379,,,15861706
Oceania,,1970,66.5796,,,19493249
Oceania,,1980,70.4159,,,22953462
Oceania,,1990,73.1192,,,26838377
Oceania,,2000,75.2237,,,31351933
Oceania,,2010,77.2291,,,37253044
Oceania,,2019,78.5668,,,43503484
Oceania,,2020,78.8495,,,44078254
Oceania,,2023,79.1464,,,45562108
Oceania,,1800,,,,1620657
Oceania,,1850,,,,2032857
Oceania,,1910,,,,6879951
Oceania,,1918,,,,7570421
Oceania,,1920,,,,7788336
Oceania,,1930,,,,9173890
Oceania,,1940,,,,10377586
Oceania (UN),,1950,,,,12581995
Oceania (UN),,1958,,,,15165822
Oceania (UN),,1959,,,,15509843
Oceania (UN),,1960,,,,15862251
Oceania (UN),,1970,,,,19493769
Oceania (UN),,1980,,,,22954088
Oceania (UN),,1990,,,,26838973
Oceania (UN),,2000,,,,31352582
Oceania (UN),,2010,,,,37253701
Oceania (UN),,2019,,,,43504145
Oceania (UN),,2020,,,,44078924
Oceania (UN),,2023,,,,45562735
Oman,OMN,1950,29.3002,993,,456947
Oman,OMN,1958,33.7521,1380,,512290
Oman,OMN,1959,34.5507,1435,,521273
Oman,OMN,1960,35.4292,1490,,530449
Oman,OMN,1970,46.6396,6056,,662642
Oman,OMN,1980,59.6008,6491,,1001198
Oman,OMN,1990,69.012,10327,,1763918
Oman,OMN,2000,73.6428,24186.365,,2282090
Oman,OMN,2010,77.1844,46182.16,,2757400
Oman,OMN,2019,79.9456,48596.527,,4591205
Oman,OMN,2020,77.7634,46133.21,,4522447
Oman,OMN,2023,80.0305,,,5049214
Oman,OMN,1800,,,,300000
Oman,OMN,1850,,,,346557
Oman,OMN,1900,,,,379583
Oman,OMN,1910,,,,412514
Oman,OMN,1918,,,,418993
Oman,OMN,1920,,,,421003
Oman,OMN,1930,,,,431196
Oman,OMN,1940,,,,441636
Orange Free State,,2023,,,,
Pakistan,PAK,1950,34.2475,1025,,35849208
Pakistan,PAK,1958,42.465,1025,,43312015
Pakistan,PAK,1959,43.3254,1009,,44495119
Pakistan,PAK,1960,44.1013,1031,,45709272
Pakistan,PAK,1970,52.9434,1517,,60166671
Pakistan,PAK,1980,57.1985,1851,,82290956
Pakistan,PAK,1990,59.7282,2531,,116155530
Pakistan,PAK,2000,61.9029,3154.5115,,154879070
Pakistan,PAK,2010,64.3784,4354.267,,199238997
Pakistan,PAK,2019,66.7288,5219.534,,230800861
Pakistan,PAK,2020,65.7015,5242.6953,,235001693
Pakistan,PAK,2023,67.649,,,247504458
Pakistan,PAK,1800,,,,13119841
Pakistan,PAK,1850,,,,15066213
Pakistan,PAK,1900,,,,18263133
Pakistan,PAK,1910,,,,19230643
Pakistan,PAK,1918,,,,21149350
Pakistan,PAK,1920,,,,21780196
Pakistan,PAK,1930,,,,26064359
Pakistan,PAK,1940,,,,31284924
Pakistan (former),,2023,,,,
Palau,PLW,1950,52.6748,,,7448
Palau,PLW,1958,54.3616,,,8877
Palau,PLW,1959,54.5931,,,9092
Palau,PLW,1960,54.8534,,,9311
Palau,PLW,1970,57.6739,,,11357
Palau,PLW,1980,61.9088,,,12253
Palau,PLW,1990,62.7904,,,15237
Palau,PLW,2000,64.4991,,,19160
Palau,PLW,2010,68.3473,,,18379
Palau,PLW,2019,68.9816,,,17770
Palau,PLW,2020,68.6889,,,17786
Palau,PLW,2023,69.269,,,17707
Palau,PLW,1800,,,,3875
Palau,PLW,1850,,,,4478
Palau,PLW,1900,,,,5745
Palau,PLW,1910,,,,6038
Palau,PLW,1918,,,,6283
Palau,PLW,1920,,,,6344
Palau,PLW,1930,,,,6657
Palau,PLW,1940,,,,6986
Palestine,PSE,1950,45.748,1549,,944587
Palestine,PSE,1958,48.3707,2048,,1039474
Palestine,PSE,1959,48.8127,2146,,1055857
Palestine,PSE,1960,49.2979,2248,,1073026
Palestine,PSE,1970,55.3588,3008,,1116237
Palestine,PSE,1980,62.1929,5239,,1469005
Palestine,PSE,1990,67.8035,5345,,2139019
Palestine,PSE,2000,70.2984,5377.3936,,3151752
Palestine,PSE,2010,73.3018,4548.5312,,4016859
Palestine,PSE,2019,75.8114,5176.9795,,4957731
Palestine,PSE,2020,74.9978,4490.755,,5069642
Palestine,PSE,2023,65.1703,,,5409153
Palestine,PSE,1800,,,,165944
Palestine,PSE,1850,,,,169606
Palestine,PSE,1900,,,,291751
Palestine,PSE,1910,,,,337256
Palestine,PSE,1918,,,,342471
Palestine,PSE,1920,,,,353234
Palestine,PSE,1930,,,,463247
Palestine,PSE,1940,,,,719218
Panama,PAN,1930,36,2467,,504023
Panama,PAN,1940,42,2651,,670153
Panama,PAN,1950,55.399,2577,,860801
Panama,PAN,1958,58.9471,3014,,1063124
Panama,PAN,1959,59.5674,3124,,1093762
Panama,PAN,1960,60.2783,3217,,1125959
Panama,PAN,1970,64.0684,5131,,1513022
Panama,PAN,1980,69.4506,6849,,1957496
Panama,PAN,1990,71.2655,7119,,2455535
Panama,PAN,2000,73.4432,9898.788,,3010330
Panama,PAN,2010,76.417,15169.125,,3628492
Panama,PAN,2019,78.5145,23218.432,,4234652
Panama,PAN,2020,76.3302,18840.738,,4293208
Panama,PAN,2023,79.5937,,,4458719
Panama,PAN,1910,,2837,,319341
Panama,PAN,1918,,2630,,433932
Panama,PAN,1920,,2445,,460090
Panama,PAN,1800,,,,75600
Panama,PAN,1850,,,,109736
Panama,PAN,1900,,,,257249
Papua New Guinea,PNG,1950,39.3589,,,1543398
Papua New Guinea,PNG,1958,44.5576,,,1888928
Papua New Guinea,PNG,1959,45.1398,,,1941451
Papua New Guinea,PNG,1960,45.8047,,,1995076
Papua New Guinea,PNG,1970,52.1436,,,2505579
Papua New Guinea,PNG,1980,57.3905,,,3131464
Papua New Guinea,PNG,1990,59.778,,,3896435
Papua New Guinea,PNG,2000,61.6091,,,5537021
Papua New Guinea,PNG,2010,63.0557,,,7633471
Papua New Guinea,PNG,2019,65.3306,,,9608959
Papua New Guinea,PNG,2020,65.075,,,9815691
Papua New Guinea,PNG,2023,66.134,,,10389589
Papua New Guinea,PNG,1800,,,,754894
Papua New Guinea,PNG,1850,,,,763498
Papua New Guinea,PNG,1900,,,,841827
Papua New Guinea,PNG,1910,,,,833850
Papua New Guinea,PNG,1918,,,,591489
Papua New Guinea,PNG,1920,,,,554530
Papua New Guinea,PNG,1930,,,,592614
Papua New Guinea,PNG,1940,,,,953522
Paraguay,PRY,1900,25,,,463602
Paraguay,PRY,1910,29,,,564592
Paraguay,PRY,1920,33,,,713685
Paraguay,PRY,1930,38,,,898760
Paraguay,PRY,1940,42,2644,,1138105
Paraguay,PRY,1950,58.0547,2391,,1504304
Paraguay,PRY,1958,59.564,2453,,1799607
Paraguay,PRY,1959,59.88,2385,,1840920
Paraguay,PRY,1960,60.1971,2346,,1883474
Paraguay,PRY,1970,62.5541,2825,,2387982
Paraguay,PRY,1980,64.5531,5113,,3053189
Paraguay,PRY,1990,67.3405,5230,,4035697
Paraguay,PRY,2000,70.0259,4896.4297,,5100823
Paraguay,PRY,2010,72.5506,7139.027,,5737924
Paraguay,PRY,2019,73.6681,8776.076,,6515016
Paraguay,PRY,2020,72.7197,8603.079,,6603683
Paraguay,PRY,2023,73.8443,,,6844101
Paraguay,PRY,1800,,,,300000
Paraguay,PRY,1850,,,,344865
Paraguay,PRY,1918,,,,681354
Peru,PER,1940,37,3046,,6444987
Peru,PER,1950,46.0317,3679,,7677360
Peru,PER,1958,49.4886,4372,,9603602
Peru,PER,1959,50.0435,4275,,9883602
Peru,PER,1960,50.5966,4733,,10174079
Peru,PER,1970,47.7285,6143,,13501179
Peru,PER,1980,59.9817,6795,,17360906
Peru,PER,1990,63.9791,4795,,22014724
Peru,PER,2000,69.821,6038.2446,,26598284
Peru,PER,2010,72.8858,9507.78,,29085967
Peru,PER,2019,76.2749,12680.354,,32449256
Peru,PER,2020,73.8315,11136.991,,32838533
Peru,PER,2023,77.7401,,,33845565
Peru,PER,1800,,1058,,1271000
Peru,PER,1850,,945,,3227122
Peru,PER,1900,,1084,,3657023
Peru,PER,1910,,1564,,4137540
Peru,PER,1918,,1921,,4574463
Peru,PER,1920,,1954,,4699402
Peru,PER,1930,,2651,,5483224
Philippines,PHL,1950,53.5783,1706,,18849480
Philippines,PHL,1958,58.3099,2308,,25842471
Philippines,PHL,1959,58.7451,2393,,26907566
Philippines,PHL,1960,59.1754,2353,,27891859
Philippines,PHL,1970,60.8273,2812,,37622150
Philippines,PHL,1980,61.8844,3787,,48043692
Philippines,PHL,1990,64.3825,3502,,62854613
Philippines,PHL,2000,67.7892,4033.5608,,79625353
Philippines,PHL,2010,68.8833,5694.047,,96337064
Philippines,PHL,2019,69.6804,8602.1455,,110804629
Philippines,PHL,2020,70.0974,7624.4136,,112081229
Philippines,PHL,2023,69.8327,,,114891152
Philippines,PHL,1910,,1393,,7835476
Philippines,PHL,1918,,2050,,8988378
Philippines,PHL,1920,,2055,,9347641
Philippines,PHL,1930,,2203,,11504117
Philippines,PHL,1940,,2402,,14454975
Philippines,PHL,1800,,,,2500000
Philippines,PHL,1850,,,,3616131
Philippines,PHL,1900,,,,6644021
Pitcairn,PCN,2023,,,,
Poland,POL,1950,58.3331,3900,,24780120
Poland,POL,1958,64.8933,4873,,28643594
Poland,POL,1959,66.413,4935,,29132483
Poland,POL,1960,67.0803,5125,,29575921
Poland,POL,1970,69.5572,7058,,32542584
Poland,POL,1980,70.4785,9149,,35576466
Poland,POL,1990,70.606,8150,,38055404
Poland,POL,2000,73.6453,12732.167,,38258025
Poland,POL,2010,76.2823,20608.693,,38095304
Poland,POL,2019,77.9213,29142.023,,38225836
Poland,POL,2020,76.5951,28577.14,,38170958
Poland,POL,2023,78.6329,,,38762796
Poland,POL,1800,,902,,9000000
Poland,POL,1850,,985,,13045605
Poland,POL,1900,,2700,,24312686
Poland,POL,1910,,2694,,25809505
Poland,POL,1920,,3000,,23791651
Poland,POL,1930,,3178,,27385667
Poland,POL,1918,,,,23913465
Poland,POL,1940,,,,28883551
Portugal,PRT,1940,51.38,2574,,7651628
Portugal,PRT,1950,58.4793,3325,,8418820
Portugal,PRT,1958,63.7239,4259,,8792724
Portugal,PRT,1959,62.9171,4454,,8840329
Portugal,PRT,1960,64.148,4712,,8873185
Portugal,PRT,1970,67.0549,8724,,8669469
Portugal,PRT,1980,71.6633,12822,,9763572
Portugal,PRT,1990,74.3043,17256,,9989475
Portugal,PRT,2000,76.8301,23372.041,,10283150
Portugal,PRT,2010,80.1149,25463.164,,10578605
Portugal,PRT,2019,81.9587,28056.057,,10343168
Portugal,PRT,2020,81.3664,25700.283,,10370463
Portugal,PRT,2023,82.3599,,,10430680
Portugal,PRT,1800,,1458.7521,,2750000
Portugal,PRT,1850,,1469.8774,,3820021
Portugal,PRT,1900,,2075,,5402551
Portugal,PRT,1910,,1957,,5854984
Portugal,PRT,1918,,1833,,5990842
Portugal,PRT,1920,,1959,,6054309
Portugal,PRT,1930,,2504,,6777114
Puerto Rico,PRI,1950,60.3681,3416,,2229048
Puerto Rico,PRI,1958,67.2417,4784,,2333163
Puerto Rico,PRI,1959,68.0662,5161,,2342023
Puerto Rico,PRI,1960,68.6272,5451,,2363867
Puerto Rico,PRI,1970,70.3515,10117,,2734378
Puerto Rico,PRI,1980,73.1014,13040,,3213630
Puerto Rico,PRI,1990,72.8274,16799,,3540994
Puerto Rico,PRI,2000,75.5141,27392.459,,3809813
Puerto Rico,PRI,2010,78.7174,33195.44,,3714784
Puerto Rico,PRI,2019,81.4383,35041.33,,3287976
Puerto Rico,PRI,2020,80.009,33787.4,,3275743
Puerto Rico,PRI,2023,81.6902,,,3241974
Puerto Rico,PRI,1800,,,,146063
Puerto Rico,PRI,1850,,,,440820
Puerto Rico,PRI,1900,,,,981410
Puerto Rico,PRI,1910,,,,1209433
Puerto Rico,PRI,1920,,,,1437455
Puerto Rico,PRI,1930,,,,1665477
Puerto Rico,PRI,1940,,,,1893499
Qatar,QAT,1950,50.7592,48436,,24266
Qatar,QAT,1958,56.3266,50042,,31951
Qatar,QAT,1959,57.0474,52436,,33631
Qatar,QAT,1960,57.7732,52299,,35981
Qatar,QAT,1970,64.8893,51921,,116331
Qatar,QAT,1980,69.9151,45860,,275871
Qatar,QAT,1990,73.4048,11705,,440133
Qatar,QAT,2000,75.25,45788.12,,644945
Qatar,QAT,2010,79.4438,134802.78,,1709205
Qatar,QAT,2019,82.9454,150732.22,,2797880
Qatar,QAT,2020,80.4095,143118.53,,2803329
Qatar,QAT,2023,82.368,,,2979038
Qatar,QAT,1800,,,,14092
Qatar,QAT,1850,,,,14092
Qatar,QAT,1900,,,,16061
Qatar,QAT,1910,,,,16905
Qatar,QAT,1918,,,,17935
Qatar,QAT,1920,,,,18241
Qatar,QAT,1930,,,,19851
Qatar,QAT,1940,,,,21603
Republic of Vietnam,OWID_RVN,2023,,,,
Reunion,REU,1950,47.5602,,,249183
Reunion,REU,1958,55.2932,,,335026
Reunion,REU,1959,56.1752,,,347010
Reunion,REU,1960,57.6616,,,359510
Reunion,REU,1970,63.2043,,,469043
Reunion,REU,1980,69.3718,,,553097
Reunion,REU,1990,74.1895,,,652520
Reunion,REU,2000,77.0091,,,763098
Reunion,REU,2010,80.474,,,844429
Reunion,REU,2019,82.3179,,,857291
Reunion,REU,2020,82.5765,,,861404
Reunion,REU,2023,83.5472,,,874837
Reunion,REU,1800,,,,60800
Reunion,REU,1850,,,,109100
Reunion,REU,1900,,,,172600
Reunion,REU,1910,,,,173740
Reunion,REU,1920,,,,173260
Reunion,REU,1930,,,,195430
Reunion,REU,1940,,,,218690
Romania,ROU,1950,60.5083,1883.9768,,16397220
Romania,ROU,1958,64.406,2747.3184,,18046078
Romania,ROU,1959,64.9299,2841.9624,,18187646
Romania,ROU,1960,65.6057,2938.8025,,18313450
Romania,ROU,1970,67.9295,4547.4023,,20011579
Romania,ROU,1980,69.2489,6591.6367,,22154728
Romania,ROU,1990,69.8412,5596,,22939481
Romania,ROU,2000,71.1594,7089.9463,,22046211
Romania,ROU,2010,73.5793,16377.328,,20432524
Romania,ROU,2019,75.3288,23267.516,,19501499
Romania,ROU,2020,74.0464,24799.71,,19392420
Romania,ROU,2023,75.9381,,,19118433
Romania,ROU,1900,,1406.8207,,11005350
Romania,ROU,1910,,1793.4104,,11832057
Romania,ROU,1918,,1025.8054,,12234305
Romania,ROU,1920,,1063.6937,,12403390
Romania,ROU,1930,,1534.9214,,14116480
Romania,ROU,1940,,1582.9592,,15807371
Romania,ROU,1800,,,,5500000
Romania,ROU,1850,,,,7997430
Russia,RUS,1900,30.5,1049.1808,,64843834
Russia,RUS,1920,20.5,636.9061,,77706431
Russia,RUS,1930,36.5,1345.4911,,85188053
Russia,RUS,1940,41.2,2529.3845,,93390010
Russia,RUS,1950,55.4723,3310.8347,,103392314
Russia,RUS,1958,67.691,5114.7285,,116588722
Russia,RUS,1959,67.3829,5326.702,,118293848
Russia,RUS,1960,68.314,5557,,119934094
Russia,RUS,1970,68.7083,9234,,130367138
Russia,RUS,1980,67.477,12204,,138572571
Russia,RUS,1990,69.2794,12400,,148979487
Russia,RUS,2000,64.9982,10552.885,,146717736
Russia,RUS,2010,68.1526,21737.385,,143934422
Russia,RUS,2019,73.0658,25244.12,,146533005
Russia,RUS,2020,71.1705,24625.385,,146371239
Russia,RUS,2023,73.1541,,,145440454
Russia,RUS,1910,,1067.6362,,70982800
Russia,RUS,1918,,721.68976,,76290879
Russia,RUS,1800,,,,31295641
Russia,RUS,1850,,,,41297296
Rwanda,RWA,1950,43.18,1020,,2157051
Rwanda,RWA,1958,46.0522,1178,,2840083
Rwanda,RWA,1959,46.5459,1216,,2932358
Rwanda,RWA,1960,47.0218,1224,,3022249
Rwanda,RWA,1970,47.1162,1337,,3980619
Rwanda,RWA,1980,48.1223,1672,,5353220
Rwanda,RWA,1990,47.7629,1398,,7375269
Rwanda,RWA,2000,47.7977,1023.6182,,8213890
Rwanda,RWA,2010,62.804,1416.3923,,10317499
Rwanda,RWA,2019,66.6905,2042.8529,,12776068
Rwanda,RWA,2020,66.9534,1935.2662,,13065796
Rwanda,RWA,2023,67.7852,,,13954429
Rwanda,RWA,1800,,,,928368
Rwanda,RWA,1850,,,,1501243
Rwanda,RWA,1900,,,,1515744
Rwanda,RWA,1910,,,,1401547
Rwanda,RWA,1918,,,,1352482
Rwanda,RWA,1920,,,,1357035
Rwanda,RWA,1930,,,,1556456
Rwanda,RWA,1940,,,,1793986
Saint Barthelemy,BLM,1950,53.9687,,,1994
Saint Barthelemy,BLM,1958,59.6111,,,2129
Saint Barthelemy,BLM,1959,59.8912,,,2146
Saint Barthelemy,BLM,1960,60.1187,,,2167
Saint Barthelemy,BLM,1970,65.2829,,,2398
Saint Barthelemy,BLM,1980,72.3633,,,2950
Saint Barthelemy,BLM,1990,75.7064,,,5231
Saint Barthelemy,BLM,2000,79.3411,,,7052
Saint Barthelemy,BLM,2010,81.8807,,,8947
Saint Barthelemy,BLM,2019,83.8237,,,10286
Saint Barthelemy,BLM,2020,84.0707,,,10524
Saint Barthelemy,BLM,2023,84.2901,,,11068
Saint Barthelemy,BLM,1800,,,,2515
Saint Helena,SHN,1950,66.0091,,,5215
Saint Helena,SHN,1958,67.632,,,5308
Saint Helena,SHN,1959,67.6856,,,5318
Saint Helena,SHN,1960,67.7333,,,5343
Saint Helena,SHN,1970,68.5975,,,5762
Saint Helena,SHN,1980,69.8601,,,6365
Saint Helena,SHN,1990,71.5431,,,6591
Saint Helena,SHN,2000,75.7544,,,6004
Saint Helena,SHN,2010,76.5108,,,5310
Saint Helena,SHN,2019,76.6816,,,5445
Saint Helena,SHN,2020,76.8925,,,5404
Saint Helena,SHN,2023,76.7869,,,5281
Saint Helena,SHN,1800,,,,1997
Saint Kitts and Nevis,KNA,1950,54.7822,,,47213
Saint Kitts and Nevis,KNA,1958,56.4068,,,54613
Saint Kitts and Nevis,KNA,1959,56.5548,,,55454
Saint Kitts and Nevis,KNA,1960,56.8404,,,55789
Saint Kitts and Nevis,KNA,1970,61.3716,,,44580
Saint Kitts and Nevis,KNA,1980,64.3848,,,42820
Saint Kitts and Nevis,KNA,1990,65.6415,,,40410
Saint Kitts and Nevis,KNA,2000,69.2488,,,45222
Saint Kitts and Nevis,KNA,2010,71.4516,,,46816
Saint Kitts and Nevis,KNA,2019,71.5399,,,46922
Saint Kitts and Nevis,KNA,2020,71.1814,,,46845
Saint Kitts and Nevis,KNA,2023,72.1447,,,46743
Saint Kitts and Nevis,KNA,1800,,,,17202
Saint Kitts and Nevis,KNA,1850,,,,28683
Saint Kitts and Nevis,KNA,1900,,,,48203
Saint Kitts and Nevis,KNA,1910,,,,45331
Saint Kitts and Nevis,KNA,1918,,,,40664
Saint Kitts and Nevis,KNA,1920,,,,39746
Saint Kitts and Nevis,KNA,1930,,,,38573
Saint Kitts and Nevis,KNA,1940,,,,40766
Saint Lucia,LCA,1950,48.2891,1231,,92965
Saint Lucia,LCA,1958,56.5623,1545,,92680
Saint Lucia,LCA,1959,57.3223,1623,,92323
Saint Lucia,LCA,1960,57.865,1691,,92559
Saint Lucia,LCA,1970,64.2904,2203,,103144
Saint Lucia,LCA,1980,67.8006,3011,,119261
Saint Lucia,LCA,1990,70.0082,5203,,137810
Saint Lucia,LCA,2000,70.7791,7191.275,,158582
Saint Lucia,LCA,2010,72.7676,10058.623,,170869
